genes,Fold.c,logCPM,F,p.val,FDR
Tlr12,-2.364,6.343,78.273,2.1737440162560526e-6,6.775846339383268e-5
Pick1,-2.285,3.538,75.424,2.1764098286719988e-6,6.775846339383268e-5
Ogt,-1.479,7.247,75.106,2.2233420507076e-6,6.901542300765804e-5
Gngt2,1.236,7.662,75.014,2.2371188123100596e-6,6.909333623960063e-5
Zfpl1,-2.383,1.968,75.0,2.2391849289321653e-6,6.909333623960063e-5
Ccna2,3.436,1.321,74.958,2.245549842625051e-6,6.909333623960063e-5
Gstp1,1.241,5.162,74.769,2.274342718946433e-6,6.962959479920686e-5
Clec4d,6.724,4.868,83.75,2.276212164870014e-6,6.962959479920686e-5
Zfp62,-0.961,5.777,74.695,2.2856364250720402e-6,6.97152234812553e-5
Rnase6,-1.794,6.964,74.577,2.303920496283343e-6,7.006981324390063e-5
Cd300lf,3.335,3.141,74.493,2.3170783022863633e-6,7.026358218510369e-5
Sirpb1b,2.832,3.61,74.451,2.3236459755218173e-6,7.026358218510369e-5
Fam129b,2.762,3.54,74.382,2.3345478254522394e-6,7.039096494909431e-5
Etnk1,-1.107,5.731,74.092,2.3808156878927486e-6,7.158092423912969e-5
Gabbr1,-5.417,1.455,73.967,2.4012306147472854e-6,7.198903065238087e-5
Tlr8,1.581,5.604,73.866,2.417693771818852e-6,7.227668057059596e-5
Cers4,-1.887,3.827,73.7,2.4452964009364087e-6,7.289477061488337e-5
Aasdh,-1.579,3.88,73.574,2.4663996577178474e-6,7.331616835639805e-5
Ubac2,-1.106,5.057,73.309,2.5115977816521134e-6,7.426652178376905e-5
Cpne8,-2.571,4.171,73.304,2.5124851995649323e-6,7.426652178376905e-5
Rps4x,1.106,8.557,73.203,2.5299251169379418e-6,7.438157535111974e-5
Ercc5,-1.539,4.013,73.199,2.5305144897558555e-6,7.438157535111974e-5
Lrp1,3.097,7.228,80.179,2.5563445903747356e-6,7.493151566716808e-5
Tanc2,-1.727,7.109,72.757,2.608786425396203e-6,7.62562765401229e-5
Ctsd,3.852,11.473,81.271,2.626090946890491e-6,7.654945992833418e-5
Rps15,0.952,6.75,72.552,2.64600461529775e-6,7.691686896900062e-5
Uxt,1.381,3.144,72.441,2.666353603898218e-6,7.729487320611832e-5
Iah1,1.182,5.901,72.341,2.6848599046136234e-6,7.761752960508011e-5
Fbxl12,-1.765,4.446,72.19,2.713298165168078e-6,7.815977762068611e-5
Fcrls,3.504,6.988,80.681,2.7184717864839983e-6,7.815977762068611e-5
Mrpl33,1.309,6.139,72.025,2.7446516102151393e-6,7.869746292723136e-5
Prune2,2.332,6.765,74.948,2.755974046384015e-6,7.880737741874726e-5
Rin2,2.035,6.273,72.132,2.7711202024756842e-6,7.902573954106131e-5
Vps29,1.182,7.034,71.823,2.78343224707313e-6,7.91063259521603e-5
Klhl13,-3.388,4.978,77.914,2.788980987194856e-6,7.91063259521603e-5
Rplp1,1.178,7.752,71.743,2.7990329917371674e-6,7.917802196787692e-5
Gng5,0.919,5.586,71.592,2.828797868740053e-6,7.980546909584874e-5
Wdr5b,-1.777,3.916,71.473,2.8525386209626133e-6,8.001443632183536e-5
Elof1,0.962,5.546,71.468,2.8534091573729166e-6,8.001443632183536e-5
Git2,-1.005,6.595,71.44,2.8590162555364533e-6,8.001443632183536e-5
Rps15a,1.293,6.276,71.38,2.871146752181903e-6,8.006748552654101e-5
Dusp16,-1.268,5.258,71.322,2.8828076898220256e-6,8.006748552654101e-5
Crym,-2.753,3.882,71.318,2.883738193914192e-6,8.006748552654101e-5
Gdpd1,2.656,5.151,74.214,2.930718833572554e-6,8.115777443601049e-5
Ten1,1.243,5.404,70.911,2.9675452554732296e-6,8.161507951987817e-5
Usp11,-1.606,4.155,70.904,2.968924665467437e-6,8.161507951987817e-5
Psma6,1.288,7.526,70.897,2.9705003759491914e-6,8.161507951987817e-5
Trp53bp1,-1.412,4.39,70.803,2.990278621352748e-6,8.16277371080795e-5
Rps5,1.061,9.521,70.757,3.0000398790005633e-6,8.16277371080795e-5
Rgl2,-1.337,6.915,70.747,3.002051946876707e-6,8.16277371080795e-5
Zcchc7,-1.158,6.101,70.735,3.004662996750039e-6,8.16277371080795e-5
Ubl3,1.42,7.288,70.619,3.0294396312935495e-6,8.16277371080795e-5
Abca14,-2.089,3.395,70.582,3.0372798673261247e-6,8.16277371080795e-5
Rpl29,1.305,5.221,70.553,3.043620241178732e-6,8.16277371080795e-5
Arrb1,-0.854,6.281,70.547,3.044840260907071e-6,8.16277371080795e-5
Gm16340,-3.31,1.759,70.535,3.0474963226710145e-6,8.16277371080795e-5
Clta,1.323,5.114,70.53,3.0485318524636743e-6,8.16277371080795e-5
Dusp3,1.247,7.16,70.387,3.079585696297385e-6,8.205657936787846e-5
Srgn,1.11,8.893,70.385,3.080143385946212e-6,8.205657936787846e-5
Prdm10,-1.849,2.652,70.312,3.0961521507737696e-6,8.217046388250991e-5
Ccl6,1.627,6.602,70.294,3.100035556529168e-6,8.217046388250991e-5
Arrb2,-0.958,7.438,70.22,3.116566541685422e-6,8.240107969385854e-5
Chaf1b,2.053,3.412,70.047,3.155064453845684e-6,8.320988282661186e-5
Rpl39,1.256,5.639,69.851,3.199710658945077e-6,8.402952498124927e-5
Xpnpep1,0.947,6.153,69.84,3.202113419887956e-6,8.402952498124927e-5
Zfyve27,-1.086,5.573,69.742,3.2245714748264662e-6,8.44083722129326e-5
Cdk1,3.276,4.305,73.015,3.248044642648689e-6,8.46800578899949e-5
Hyi,-1.544,3.844,69.628,3.2510447008987877e-6,8.46800578899949e-5
Sdcbp,1.551,10.353,69.2,3.3526311588974704e-6,8.711046341994588e-5
Cuta,0.753,5.953,69.143,3.3665232288063214e-6,8.714948353391237e-5
Mrpl32,0.926,5.218,69.126,3.3706965502520518e-6,8.714948353391237e-5
Nr1h3,4.092,6.09,77.01,3.3893317869521313e-6,8.723090073626222e-5
Arhgap25,0.771,7.935,69.045,3.3904246318665065e-6,8.723090073626222e-5
Pcna,1.138,5.131,68.884,3.4301604787117683e-6,8.799425451591138e-5
Cmpk1,0.798,6.224,68.838,3.4415747672876908e-6,8.799425451591138e-5
Dennd2c,-1.888,5.109,68.824,3.445180353564144e-6,8.799425451591138e-5
Cadm1,-1.083,8.463,68.759,3.461414427046338e-6,8.819482812544459e-5
Kmt2e,-1.559,7.759,68.64,3.4912502081417503e-6,8.874015927602811e-5
Itga9,-1.539,5.193,68.346,3.5669195823954583e-6,9.044504762782507e-5
Sgk1,3.446,7.706,76.09,3.587129793076304e-6,9.04737584414614e-5
Fam120b,-0.881,5.99,68.241,3.5942584812493183e-6,9.04737584414614e-5
Fblim1,0.769,6.42,68.234,3.596143384574243e-6,9.04737584414614e-5
Snx12,1.085,5.7,68.21,3.6024427242205e-6,9.04737584414614e-5
Pdcl3,0.878,6.714,68.126,3.624447117881961e-6,9.068074318641756e-5
Ccdc106,-3.33,1.86,68.083,3.6358697438184585e-6,9.068074318641756e-5
Cks2,2.242,1.737,68.067,3.640190650270916e-6,9.068074318641756e-5
Ptp4a1,1.896,3.133,68.024,3.651634810586906e-6,9.068074318641756e-5
H2-Q5,-3.005,3.915,68.432,3.653771273500052e-6,9.068074318641756e-5
Morf4l2,1.172,6.733,67.883,3.689698890289532e-6,9.128310122906448e-5
Naip2,0.77,5.757,67.862,3.6953911549540497e-6,9.128310122906448e-5
Eif4e2,1.135,6.477,67.736,3.7297672105593654e-6,9.187969630746003e-5
Pop4,0.941,4.515,67.709,3.737005608628043e-6,9.187969630746003e-5
Apoe,2.211,10.636,67.692,3.7756263067759388e-6,9.244807554590488e-5
Phactr1,-2.3,3.219,67.562,3.777693859615994e-6,9.244807554590488e-5
Cops5,1.062,5.88,67.435,3.8130427194161314e-6,9.309663233507181e-5
Dennd1c,-0.918,7.025,67.296,3.8524945556749385e-6,9.384213011427634e-5
Cdk4,0.831,6.935,67.11,3.9059038421036534e-6,9.49233859825791e-5
Nuf2,3.865,3.075,68.009,3.955039979307019e-6,9.56920249632513e-5
H2-Q4,-1.696,3.53,66.939,3.955718983086032e-6,9.56920249632513e-5
Rpl22l1,1.586,4.094,66.751,4.0112758551953735e-6,9.681343078949751e-5
Mpp1,1.539,7.237,66.624,4.049414628781695e-6,9.751027491686448e-5
Eif3h,1.08,8.592,66.53,4.077754859732596e-6,9.796852600220573e-5
Tet3,-0.87,5.785,66.453,4.101540730217769e-6,9.83155195992747e-5
Ubxn1,0.86,5.776,66.27,4.157779395940417e-6,9.943707405336591e-5
Nr3c2,-2.852,2.238,66.204,4.178577192773925e-6,9.964663658118562e-5
Atg5,1.101,6.19,66.153,4.194391315792722e-6,9.964663658118562e-5
Cnr2,1.838,5.015,66.152,4.194950109803785e-6,9.964663658118562e-5
Bco2,-2.152,4.99,66.038,4.230760193382027e-6,1.002709223309889e-4
Lgals9,1.205,8.098,65.977,4.250432799366884e-6,1.0051079628705105e-4
Trip11,-1.191,5.787,65.882,4.28075362845792e-6,1.0100083056561142e-4
Adam9,1.728,6.439,65.814,4.302717351595921e-6,1.0129193443141807e-4
Eef2,0.947,10.523,65.655,4.354652842902265e-6,1.0211159977981529e-4
Csf2rb,0.982,7.476,65.648,4.356942725566575e-6,1.0211159977981529e-4
Mrps11,1.047,4.451,65.603,4.371860064001487e-6,1.0223351878552811e-4
Herc4,-1.057,5.973,65.558,4.386648019731762e-6,1.0235187829631337e-4
Fundc2,1.439,5.977,65.502,4.405266328827145e-6,1.0255888844745143e-4
Txlng,-1.393,4.541,65.439,4.426232633350353e-6,1.0265644311911574e-4
Invs,-1.839,3.55,65.406,4.437192837420006e-6,1.0265644311911574e-4
Ms4a4a,6.316,7.123,72.722,4.438722951553518e-6,1.0265644311911574e-4
Tgfbr1,-1.35,9.467,65.191,4.510307643779037e-6,1.0408326170062895e-4
Pqlc2,1.224,4.864,65.068,4.552667798373151e-6,1.0447871762696936e-4
Naca,1.001,5.516,65.043,4.561373826514191e-6,1.0447871762696936e-4
Dopey1,-1.498,4.228,65.035,4.563963629807008e-6,1.0447871762696936e-4
Aldoa,1.22,9.792,65.026,4.567158615262369e-6,1.0447871762696936e-4
Cux1,0.892,7.12,64.853,4.627594157881155e-6,1.0563161241514836e-4
Neurl1a,-1.297,3.464,64.803,4.64553744794412e-6,1.0581166788899561e-4
Gyg,1.735,6.285,64.734,4.669808478381883e-6,1.0613476159397961e-4
Rnf167,-1.241,7.257,64.621,4.710398096337685e-6,1.0659927166125796e-4
Cyp4f16,1.109,6.195,64.621,4.710506635226167e-6,1.0659927166125796e-4
Gm26520,-2.344,3.964,64.554,4.7346195325168685e-6,1.0691502433621246e-4
Arpc3,1.134,8.773,64.47,4.765108273895091e-6,1.0714742086441889e-4
Ndor1,-1.303,4.821,64.443,4.775132467174974e-6,1.0714742086441889e-4
Pbx1,-1.71,3.859,64.442,4.775457605759998e-6,1.0714742086441889e-4
Ulk3,-1.465,4.19,64.305,4.826147081785812e-6,1.0805435264177042e-4
Pou2f2,-1.482,7.707,64.165,4.878203725837229e-6,1.0893830093127936e-4
Tmem229b,-1.109,6.86,64.143,4.8863326085302535e-6,1.0893830093127936e-4
Rnf149,1.326,5.3,64.018,4.933896046437553e-6,1.0976614819590354e-4
Elk3,1.376,5.312,63.918,4.972053142720748e-6,1.1028890482415528e-4
Ptpn1,1.159,6.343,63.902,4.9783550120187935e-6,1.1028890482415528e-4
Sdccag8,-0.779,6.334,63.637,5.081230033398387e-6,1.1233147823834292e-4
Cd79a,-5.292,2.15,64.36,5.105226871019854e-6,1.1241573817868169e-4
Lgmn,1.689,11.065,63.527,5.124873660040894e-6,1.1241573817868169e-4
Asb2,-3.612,5.205,70.517,5.127481788096416e-6,1.1241573817868169e-4
Tbkbp1,-1.454,3.747,63.52,5.127772909414351e-6,1.1241573817868169e-4
Blvrb,1.477,6.921,63.448,5.1563018366500025e-6,1.1280616263423696e-4
Plekha1,2.017,1.996,63.377,5.185050215681655e-6,1.1319975813198766e-4
Prss30,-2.413,5.221,65.499,5.203985170633184e-6,1.1337792122271842e-4
Abracl,1.309,6.589,63.206,5.254410818462893e-6,1.1417056942942668e-4
Samsn1,1.745,5.35,63.187,5.262066537420122e-6,1.1417056942942668e-4
4933407K13Rik,-1.832,2.52,63.109,5.294545521984604e-6,1.1463889409021396e-4
Cd38,5.38,7.764,69.898,5.343242207218162e-6,1.1506098871941991e-4
Trim59,1.975,1.67,62.944,5.362994906354546e-6,1.1506098871941991e-4
Bad,1.447,5.243,62.927,5.370202992379788e-6,1.1506098871941991e-4
Trappc2l,1.282,3.82,62.907,5.378855887306286e-6,1.1506098871941991e-4
C3,3.592,6.166,69.798,5.37901873638104e-6,1.1506098871941991e-4
Psmd2,0.968,7.553,62.905,5.379645200983997e-6,1.1506098871941991e-4
Ctsz,1.16,11.097,62.868,5.394913103183092e-6,1.1515349003001151e-4
Rnf31,-1.158,4.819,62.83,5.411124018592396e-6,1.1526570454989428e-4
Emp3,1.586,7.707,62.785,5.430305669458956e-6,1.1544061931255879e-4
Ppp2r1a,0.838,8.04,62.675,5.477196738801233e-6,1.1620270419839793e-4
Lgals1,4.259,7.2,69.39,5.528415038129163e-6,1.1672760234878642e-4
Nt5e,3.185,4.116,65.327,5.545816689706365e-6,1.1672760234878642e-4
Rps10,0.912,5.772,62.462,5.570101380521538e-6,1.1672760234878642e-4
Mycbp2,-1.299,7.247,62.461,5.570156686190941e-6,1.1672760234878642e-4
Fam46c,2.379,5.655,65.456,5.571508125001353e-6,1.1672760234878642e-4
Birc5,3.754,4.165,67.365,5.584440584599997e-6,1.1672760234878642e-4
Eif1ad,1.006,5.486,62.422,5.587559311385267e-6,1.1672760234878642e-4
Wbp1,-1.458,3.196,62.415,5.5906786642391295e-6,1.1672760234878642e-4
Leprel1,-2.766,2.07,62.348,5.620054911199912e-6,1.1695943161621395e-4
Trmt2a,-1.011,7.023,62.339,5.624011441395444e-6,1.1695943161621395e-4
Ash1l,-1.234,6.597,62.292,5.64511055579196e-6,1.1704772894371974e-4
Tmem207,-5.744,2.681,65.983,5.650503307365734e-6,1.1704772894371974e-4
Rpl6,1.134,5.744,62.065,5.747493393731589e-6,1.1842742687274242e-4
Orc6,1.114,4.356,62.062,5.748497063559236e-6,1.1842742687274242e-4
Prdm15,-1.375,3.745,62.057,5.750870961890276e-6,1.1842742687274242e-4
Cpm,-4.141,1.584,61.97,5.790859109410169e-6,1.1901798907875626e-4
Dnajc15,1.07,5.691,61.84,5.850978022411034e-6,1.1997887728641059e-4
Usp5,0.86,7.189,61.802,5.868569863435023e-6,1.1997887728641059e-4
Usp21,-0.827,4.798,61.795,5.87181619333854e-6,1.1997887728641059e-4
Bscl2,0.8,6.623,61.768,5.884204998718365e-6,1.1999901008045223e-4
Tuba1b,1.787,6.6,61.717,5.908378888556613e-6,1.2023929455655138e-4
Rpl34,1.194,6.51,61.695,5.918840119765619e-6,1.2023929455655138e-4
Lamtor3,1.008,5.309,61.649,5.940608497376009e-6,1.2044898500556405e-4
Acp2,1.227,7.518,61.457,6.032269416211567e-6,1.2168465778572276e-4
Ugcg,-0.975,6.183,61.449,6.0359939096626145e-6,1.2168465778572276e-4
Rps3a1,1.118,7.702,61.448,6.0362435963268345e-6,1.2168465778572276e-4
Cks1b,2.775,3.796,61.399,6.060307534785829e-6,1.2193498768323811e-4
Eif4a1,1.02,6.084,61.375,6.071836315310916e-6,1.2193498768323811e-4
Etf1,1.003,5.452,61.322,6.097543791960431e-6,1.2200125669149624e-4
Galnt6,2.747,3.631,61.307,6.105038057446095e-6,1.2200125669149624e-4
Lrrc3,-4.265,4.338,67.917,6.109917540284949e-6,1.2200125669149624e-4
Adrb2,-2.103,4.266,61.26,6.127995763222909e-6,1.221304913189293e-4
Rbm12b2,-1.647,4.196,61.195,6.160097445151019e-6,1.225292250743419e-4
Snrpd3,0.825,6.518,61.129,6.1923891626213805e-6,1.225292250743419e-4
Mir17hg,-2.576,2.863,61.126,6.194160059212686e-6,1.225292250743419e-4
Tcp1,0.938,7.611,61.125,6.19457832743038e-6,1.225292250743419e-4
Trip6,-1.57,3.796,61.02,6.247136626118102e-6,1.231314573829624e-4
Arf2,1.206,6.193,61.017,6.248427087570267e-6,1.231314573829624e-4
Adrbk2,-1.489,6.821,60.987,6.263378013371963e-6,1.231953772611461e-4
Arhgap39,-1.616,3.768,60.93,6.292265577636964e-6,1.2338846914620403e-4
Dtymk,-1.653,4.614,60.922,6.2966461970456675e-6,1.2338846914620403e-4
Itm2a,-2.15,1.587,60.803,6.357066773323689e-6,1.24340917575623e-4
Nedd8,1.138,7.017,60.728,6.39558822968281e-6,1.2486229117059778e-4
Nrp2,3.756,3.978,65.068,6.422262233685422e-6,1.2508124182771755e-4
Sirpb1c,3.625,5.129,67.174,6.430576055192929e-6,1.2508124182771755e-4
Brk1,1.034,8.105,60.378,6.579466332057544e-6,1.2774118858347147e-4
Tmtc4,-1.768,2.899,60.275,6.634299275419773e-6,1.2856856588442406e-4
2610015P09Rik,-1.504,2.977,60.113,6.722475852911093e-6,1.3003789227974895e-4
Naa38,0.972,4.416,60.07,6.746212376427003e-6,1.3025760153603918e-4
Zufsp,-1.098,5.849,60.015,6.776083040516729e-6,1.3059472863618596e-4
Sh2d3c,-1.193,5.428,59.992,6.788830660904605e-6,1.3060121580383757e-4
Atg7,1.191,6.343,59.959,6.807509152735154e-6,1.307215671792555e-4
Crim1,-1.523,4.309,59.913,6.8329276070276464e-6,1.3097066886840058e-4
Gm20605,-3.158,3.065,59.842,6.872781042218386e-6,1.314950452859347e-4
Zfp53,-1.907,4.141,59.715,6.944580922936274e-6,1.3262763167342726e-4
Ssna1,0.936,5.379,59.685,6.9615490427052794e-6,1.3271083437751388e-4
Brd8,-0.723,6.864,59.619,6.9993718149485235e-6,1.3319057795425554e-4
Ppp2r5c,0.846,7.618,59.566,7.0296909132320576e-6,1.335260604331064e-4
Arhgap5,-1.499,5.385,59.46,7.091127533978264e-6,1.34278099720716e-4
Golga1,-0.955,4.97,59.454,7.094804090536737e-6,1.34278099720716e-4
Pan2,-0.841,5.249,59.336,7.163962255034816e-6,1.351745339257482e-4
Rps6ka5,-1.373,3.079,59.329,7.167859919278485e-6,1.351745339257482e-4
Cd4,-2.205,7.623,61.659,7.190546795817604e-6,1.3535979236563265e-4
Pnisr,-1.376,7.202,59.173,7.260421029421022e-6,1.3643109016535252e-4
Tmsb4x,1.269,12.888,59.097,7.3064949016581474e-6,1.3686827615822615e-4
H2afz,1.265,3.897,59.092,7.3096998195308465e-6,1.3686827615822615e-4
Rasgrp4,-1.96,4.145,59.057,7.330879381701834e-6,1.370210368270842e-4
Cd5l,11.036,3.17,65.236,7.366121932579464e-6,1.3743564024208105e-4
Creb5,-1.575,7.183,58.902,7.425390172974847e-6,1.379593046975756e-4
Trappc3,0.842,6.616,58.898,7.427745767459071e-6,1.379593046975756e-4
Fus,-1.499,6.32,58.888,7.433519506179357e-6,1.379593046975756e-4
Col27a1,-3.244,3.15,58.72,7.5378411823526585e-6,1.3911585453052974e-4
Cd101,1.457,3.43,58.72,7.5381970476659586e-6,1.3911585453052974e-4
Phc2,-0.9,5.441,58.713,7.5426498833602255e-6,1.3911585453052974e-4
Rps28,1.289,6.615,58.684,7.560703788334581e-6,1.3911585453052974e-4
Mrpl27,0.933,4.94,58.682,7.561937545515823e-6,1.3911585453052974e-4
Gdi1,-1.326,8.489,58.655,7.57863950233848e-6,1.3917979665463846e-4
Dnhd1,-2.072,2.732,58.536,7.654145186394596e-6,1.403215501679971e-4
Rab31,1.318,6.845,58.475,7.692999980542048e-6,1.4078858920911992e-4
Ttc3,-1.111,5.476,58.444,7.713508236398203e-6,1.4084399863263292e-4
Comt,0.951,6.915,58.429,7.722796465934543e-6,1.4084399863263292e-4
Sh3bgrl,1.284,9.221,58.404,7.738998776540427e-6,1.4089530125525074e-4
Pmf1,1.148,4.823,58.21,7.865642486623958e-6,1.4295363711009311e-4
Ccdc62,-3.08,1.636,58.168,7.892778453679068e-6,1.4307112654942807e-4
Masp1,-2.968,1.689,58.159,7.899299109115053e-6,1.4307112654942807e-4
Rpl37,1.112,6.292,58.019,7.992504349767459e-6,1.445105210869467e-4
Pcca,-1.645,4.506,57.918,8.060402841446784e-6,1.4525772952289444e-4
Rabgap1l,-1.455,3.912,57.916,8.061438186959077e-6,1.4525772952289444e-4
Prdx2,0.728,6.833,57.759,8.168909898253072e-6,1.467907433428732e-4
Atp6v1a,1.283,8.363,57.751,8.174415622818939e-6,1.467907433428732e-4
Ppox,-1.241,6.447,57.572,8.298427902919553e-6,1.4876381060037897e-4
Id2,1.855,8.524,57.545,8.317631049186847e-6,1.4885447539216527e-4
Cbx7,-1.793,3.808,57.504,8.346628213153579e-6,1.49119811013608e-4
Fnbp4,-1.197,5.834,57.447,8.386717081115157e-6,1.495618345632383e-4
Rps9,1.201,10.652,57.407,8.415045970309002e-6,1.495618345632383e-4
Atxn7,-1.13,4.767,57.401,8.419426620327502e-6,1.495618345632383e-4
Colgalt1,1.072,5.949,57.389,8.428220839684531e-6,1.495618345632383e-4
Arpc2,0.912,7.899,57.346,8.458822392186957e-6,1.4985216840569587e-4
Dqx1,-3.142,2.085,57.241,8.534409765863568e-6,1.5048739136321363e-4
Eif2b1,0.813,5.299,57.234,8.539577051665977e-6,1.5048739136321363e-4
Pknox1,-0.927,6.26,57.23,8.542697984096521e-6,1.5048739136321363e-4
Cmah,-3.67,4.29,61.986,8.552477069052345e-6,1.5048739136321363e-4
Slamf6,2.072,4.541,57.18,8.578778161740177e-6,1.5048739136321363e-4
Gba,0.748,7.216,57.178,8.580484160213644e-6,1.5048739136321363e-4
Ptprm,-1.865,3.515,57.14,8.607766205784594e-6,1.5071468183605873e-4
Psmd13,1.02,6.328,57.097,8.639200648849384e-6,1.5077566202405785e-4
Nr3c1,-0.925,7.238,57.096,8.639905369239465e-6,1.5077566202405785e-4
Eci2,1.102,4.947,57.031,8.68817877739272e-6,1.512535109352336e-4
Dmtf1,-0.965,6.218,57.02,8.69603479196202e-6,1.512535109352336e-4
Rrm1,1.047,6.127,56.872,8.80646289122312e-6,1.529214670038629e-4
Pisd-ps2,-1.207,5.103,56.766,8.886480910181661e-6,1.5405673577898124e-4
Nupr1,4.666,5.269,62.599,8.912729005081345e-6,1.542576436191957e-4
Tomm22,1.126,6.213,56.692,8.943086316201173e-6,1.544213873433778e-4
Mtap7d3,-1.524,3.966,56.681,8.951539131375126e-6,1.544213873433778e-4
Nxpe5,4.627,3.54,61.937,8.985455837698816e-6,1.5475278523748715e-4
Ptprv,-3.044,2.09,56.607,9.008210618545468e-6,1.5489117702443454e-4
Snrnp25,1.209,3.985,56.556,9.047913561288897e-6,1.553004889655009e-4
Leng8,-1.702,4.105,56.538,9.061531903907399e-6,1.553004889655009e-4
Rnf44,-0.98,4.732,56.491,9.09812449930519e-6,1.5567408797754228e-4
Rftn1,2.358,3.73,56.457,9.124707101489104e-6,1.5581731668017103e-4
Nagk,0.807,5.964,56.443,9.13610989182415e-6,1.5581731668017103e-4
Ppil1,0.941,4.855,56.341,9.216665813832187e-6,1.569368517135212e-4
Polr2f,0.913,4.872,56.265,9.276817941549372e-6,1.576362920124558e-4
Myl6,1.198,6.622,56.251,9.287703226049853e-6,1.576362920124558e-4
Kdm6a,-0.956,5.866,56.198,9.330210451458278e-6,1.5810274489645002e-4
4930402H24Rik,-1.464,5.675,56.148,9.370533843218988e-6,1.5853075182024664e-4
Emb,1.315,6.811,56.048,9.451784391848418e-6,1.5963297784675937e-4
Ftx,-1.526,4.151,56.031,9.466024724544127e-6,1.5963297784675937e-4
Spcs1,0.902,7.166,55.982,9.505971643418748e-6,1.600501433659128e-4
Rpl35a,1.118,5.616,55.927,9.551267814177795e-6,1.6032631579564815e-4
2310067B10Rik,-1.209,4.969,55.909,9.566221691812233e-6,1.6032631579564815e-4
Tmem97,0.981,5.05,55.884,9.587223570202853e-6,1.6032631579564815e-4
Sh3bgrl3,1.323,9.413,55.883,9.587770967444069e-6,1.6032631579564815e-4
Ncoa3,-1.043,8.015,55.87,9.598553544736134e-6,1.6032631579564815e-4
Ppm1k,-0.756,5.609,55.721,9.723743939248009e-6,1.6215999599478097e-4
Slc38a1,1.276,4.968,55.693,9.74700869853719e-6,1.622907793270678e-4
Ormdl3,-1.316,4.953,55.611,9.816818489251953e-6,1.6316567216733695e-4
Rpl22,0.964,7.037,55.595,9.830565062633434e-6,1.6316567216733695e-4
Cdca3,3.875,4.137,60.696,9.877312421001735e-6,1.636833993798445e-4
Dynlrb1,0.894,6.764,55.473,9.935303595548346e-6,1.6438553417603028e-4
Polg,-1.07,3.863,55.437,9.966460588913811e-6,1.6449815051048394e-4
Slc22a21,-1.888,2.378,55.429,9.973374515412786e-6,1.6449815051048394e-4
Tspan13,-1.735,4.713,55.387,1.0010746140123205e-5,1.6485615278954066e-4
Tgfbi,1.338,10.415,55.358,1.003536148708474e-5,1.6500329520092611e-4
Phf5a,1.256,5.266,55.325,1.0064869685271173e-5,1.65028481922801e-4
Arg1,6.211,2.45,59.436,1.0068258613935021e-5,1.65028481922801e-4
Gnpda1,0.969,6.124,55.278,1.010649027327302e-5,1.6539750722496422e-4
Hps3,-1.811,4.685,55.236,1.0142898249724183e-5,1.6573558739417326e-4
Cdc25c,3.591,2.013,55.208,1.0167723656266378e-5,1.6583693209216708e-4
Pigo,-2.01,3.55,55.184,1.0189761730625869e-5,1.6583693209216708e-4
Plxnd1,1.571,4.481,55.176,1.0196378890395526e-5,1.6583693209216708e-4
Pole3,0.907,5.152,55.095,1.026898938115068e-5,1.6657296071316145e-4
